"Downloaded on",04/07/2021,"10:50:53 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22116%22%7D&pageSort=numberAsc

"Report Number",URL,Congress,Accompanies,Title,Committee
"S. Rept. 116-146",https://www.congress.gov/congressional-report/116th-congress/senate-report/146/1,"116th Congress (2019-2020)","S. 990","PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM EXTENSION ACT","Senate Energy and Natural Resources"
"S. Rept. 116-147",https://www.congress.gov/congressional-report/116th-congress/senate-report/147/1,"116th Congress (2019-2020)","S. 2095","ENHANCING GRID SECURITY THROUGH PUBLIC-PRIVATE PARTNERSHIPS ACT","Senate Energy and Natural Resources"
"S. Rept. 116-148",https://www.congress.gov/congressional-report/116th-congress/senate-report/148/1,"116th Congress (2019-2020)","S. 2300","CLEAN INDUSTRIAL TECHNOLOGY ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-149",https://www.congress.gov/congressional-report/116th-congress/senate-report/149/1,"116th Congress (2019-2020)","S. 2332","GRID MODERNIZATION ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-150",https://www.congress.gov/congressional-report/116th-congress/senate-report/150/1,"116th Congress (2019-2020)","S. 2334","21ST CENTURY ENERGY WORKFORCE ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-151",https://www.congress.gov/congressional-report/116th-congress/senate-report/151/1,"116th Congress (2019-2020)","S. 2335","SMART BUILDING ACCELERATION ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-152",https://www.congress.gov/congressional-report/116th-congress/senate-report/152/1,"116th Congress (2019-2020)","S. 2119","STOP IMPROPER FEDERAL BONUSES ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-153",https://www.congress.gov/congressional-report/116th-congress/senate-report/153/1,"116th Congress (2019-2020)","S. 439","END PLUSH RETIREMENTS ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-154",https://www.congress.gov/congressional-report/116th-congress/senate-report/154/1,"116th Congress (2019-2020)","S. 2177","TAXPAYERS RIGHT-TO-KNOW ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-155",https://www.congress.gov/congressional-report/116th-congress/senate-report/155/1,"116th Congress (2019-2020)","S. 1570","AQUIFER RECHARGE FLEXIBILITY ACT","Senate Energy and Natural Resources"
"S. Rept. 116-156",https://www.congress.gov/congressional-report/116th-congress/senate-report/156/1,"116th Congress (2019-2020)","S. 2044","WATER SUPPLY INFRASTRUCTURE REHABILITATION AND UTILIZATION ACT","Senate Energy and Natural Resources"
"S. Rept. 116-157",https://www.congress.gov/congressional-report/116th-congress/senate-report/157/1,"116th Congress (2019-2020)","S. 1874","BULB REPLACEMENT IMPROVING GOVERNMENT WITH HIGH-EFFICIENCY TECHNOLOGY ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-158",https://www.congress.gov/congressional-report/116th-congress/senate-report/158/1,"116th Congress (2019-2020)","S. 1877","GOVERNMENT SHUTDOWN ACCOUNTABILITY ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-159",https://www.congress.gov/congressional-report/116th-congress/senate-report/159/1,"116th Congress (2019-2020)","S. 764","ASSURING THAT ROBUST, THOROUGH, AND INFORMED CONGRESSIONAL LEADERSHIP IS EXERCISED OVER NATIONAL EMERGENCIES ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-160",https://www.congress.gov/congressional-report/116th-congress/senate-report/160/1,"116th Congress (2019-2020)","S. 860","JACKSON GULCH REHABILITATION PROJECT MODIFICATION ACT","Senate Energy and Natural Resources"
"S. Rept. 116-161",https://www.congress.gov/congressional-report/116th-congress/senate-report/161/1,"116th Congress (2019-2020)","S. 1882","TO MAKE AVAILABLE THE CONTINUED USE OF PICK-SLOAN MISSOURI BASIN PROGRAM PROJECT USE POWER BY THE KINSEY IRRIGATION COMPANY AND THE SIDNEY WATER USERS IRRIGATION DISTRICT, AND FOR OTHER PURPOSES","Senate Energy and Natural Resources"
"S. Rept. 116-162",https://www.congress.gov/congressional-report/116th-congress/senate-report/162/1,"116th Congress (2019-2020)","S. 1294","BROADBAND INTERAGENCY COORDINATION ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-163",https://www.congress.gov/congressional-report/116th-congress/senate-report/163/1,"116th Congress (2019-2020)","S. 1349","SECURE TRAVELER ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-164",https://www.congress.gov/congressional-report/116th-congress/senate-report/164/1,"116th Congress (2019-2020)","S. 153","SUPPORTING VETERANS IN STEM CAREERS ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-165",https://www.congress.gov/congressional-report/116th-congress/senate-report/165/1,"116th Congress (2019-2020)","S. 529","NATIONAL LANDSLIDE PREPAREDNESS ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-166",https://www.congress.gov/congressional-report/116th-congress/senate-report/166/1,"116th Congress (2019-2020)","S. 906","DRIFTNET MODERNIZATION AND BYCATCH REDUCTION ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-167",https://www.congress.gov/congressional-report/116th-congress/senate-report/167/1,"116th Congress (2019-2020)","S. 908","FLUKE FAIRNESS ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-168",https://www.congress.gov/congressional-report/116th-congress/senate-report/168/1,"116th Congress (2019-2020)","S. 914","COORDINATED OCEAN OBSERVATIONS AND RESEARCH ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-169",https://www.congress.gov/congressional-report/116th-congress/senate-report/169/1,"116th Congress (2019-2020)","S. 1148","ATC HIRING REFORM ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-170",https://www.congress.gov/congressional-report/116th-congress/senate-report/170/1,"116th Congress (2019-2020)","S. 1342","GREAT LAKES ENVIRONMENTAL SENSITIVITY INDEX ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-171",https://www.congress.gov/congressional-report/116th-congress/senate-report/171/1,"116th Congress (2019-2020)","S. 881","SPACE WEATHER RESEARCH AND FORECASTING ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-172",https://www.congress.gov/congressional-report/116th-congress/senate-report/172/1,"116th Congress (2019-2020)","S. 919","SPACE FRONTIER ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-173",https://www.congress.gov/congressional-report/116th-congress/senate-report/173/1,"116th Congress (2019-2020)","S. 877","SHARK FIN SALES ELIMINATION ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-174",https://www.congress.gov/congressional-report/116th-congress/senate-report/174/1,"116th Congress (2019-2020)","S. 1822","BROADBAND DEPLOYMENT ACCURACY AND TECHNOLOGICAL AVAILABILITY ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-175",https://www.congress.gov/congressional-report/116th-congress/senate-report/175/1,"116th Congress (2019-2020)","S. 2513","REPORTING EFFICIENTLY TO PROPER OFFICIALS IN RESPONSE TO TERRORISM ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-176",https://www.congress.gov/congressional-report/116th-congress/senate-report/176/1,"116th Congress (2019-2020)","H.R. 135","FEDERAL EMPLOYEE ANTIDISCRIMINATION ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-177",https://www.congress.gov/congressional-report/116th-congress/senate-report/177/1,"116th Congress (2019-2020)","S. 553","BLOCKCHAIN PROMOTION ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-178",https://www.congress.gov/congressional-report/116th-congress/senate-report/178/1,"116th Congress (2019-2020)","S. 1228","PREVENTING ILLEGAL RADIO ABUSE THROUGH ENFORCEMENT ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-179",https://www.congress.gov/congressional-report/116th-congress/senate-report/179/1,"116th Congress (2019-2020)","S. 1611","DEVELOPING INNOVATION AND GROWING THE INTERNET OF THINGS ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-180",https://www.congress.gov/congressional-report/116th-congress/senate-report/180/1,"116th Congress (2019-2020)","S. 2365","HEALTH CARE ACCESS FOR URBAN NATIVE VETERANS ACT OF 2019","Senate Indian Affairs"
"S. Rept. 116-181",https://www.congress.gov/congressional-report/116th-congress/senate-report/181/1,"116th Congress (2019-2020)",,"FURTHER REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2020","Senate Appropriations"
"S. Rept. 116-182",https://www.congress.gov/congressional-report/116th-congress/senate-report/182/1,"116th Congress (2019-2020)","S. 149","STOP SENIOR SCAMS ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-183",https://www.congress.gov/congressional-report/116th-congress/senate-report/183/1,"116th Congress (2019-2020)","S. 496","YOUNG FISHERMEN'S DEVELOPMENT ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-184",https://www.congress.gov/congressional-report/116th-congress/senate-report/184/1,"116th Congress (2019-2020)","S. 893","SECURE 5G AND BEYOND ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-185",https://www.congress.gov/congressional-report/116th-congress/senate-report/185/1,"116th Congress (2019-2020)","S. 2166","REGIONAL OCEAN PARTNERSHIP ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-186",https://www.congress.gov/congressional-report/116th-congress/senate-report/186/1,"116th Congress (2019-2020)",,"MEASURING THE ECONOMIC IMPACT OF BROADBAND ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-187",https://www.congress.gov/congressional-report/116th-congress/senate-report/187/1,"116th Congress (2019-2020)",,"VETERANS EXPEDITED TSA SCREENING SAFE TRAVEL ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-188",https://www.congress.gov/congressional-report/116th-congress/senate-report/188/1,"116th Congress (2019-2020)",,"TSA CREDENTIAL AND ENDORSEMENT HARMONIZATION ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-189",https://www.congress.gov/congressional-report/116th-congress/senate-report/189/1,"116th Congress (2019-2020)","S. 886","TO AMEND THE OMNIBUS PUBLIC LAND MANAGEMENT ACT OF 2009 TO MAKE THE RECLAMATION WATER SETTLEMENTS FUND PERMANENT","Senate Indian Affairs"
"S. Rept. 116-190",https://www.congress.gov/congressional-report/116th-congress/senate-report/190/1,"116th Congress (2019-2020)","S. 51","TO EXTEND THE FEDERAL RECOGNITION TO THE LITTLE SHELL TRIBE OF CHIPPEWA INDIANS OF MONTANA, AND FOR OTHER PURPOSES","Senate Indian Affairs"
"S. Rept. 116-191",https://www.congress.gov/congressional-report/116th-congress/senate-report/191/1,"116th Congress (2019-2020)","H.R. 317","TO REAFFIRM THE ACTION OF THE SECRETARY OF THE INTERIOR TO TAKE LAND INTO TRUST FOR THE BENEFIT OF THE SANTA YNEZ BAND OF CHUMASH MISSION INDIANS, AND FOR OTHER PURPOSES","Senate Indian Affairs"
"S. Rept. 116-192",https://www.congress.gov/congressional-report/116th-congress/senate-report/192/1,"116th Congress (2019-2020)","S. 2749","DOTGOV ONLINE TRUST IN GOVERNMENT ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-193",https://www.congress.gov/congressional-report/116th-congress/senate-report/193/1,"116th Congress (2019-2020)","S. 2779","LUKE AND ALEX SCHOOL SAFETY ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-194",https://www.congress.gov/congressional-report/116th-congress/senate-report/194/1,"116th Congress (2019-2020)","S. 1694","ONE SMALL STEP TO PROTECT HUMAN HERITAGE IN SPACE ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-195",https://www.congress.gov/congressional-report/116th-congress/senate-report/195/1,"116th Congress (2019-2020)","S. 2714","ARPA-E REAUTHORIZATION ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-196",https://www.congress.gov/congressional-report/116th-congress/senate-report/196/1,"116th Congress (2019-2020)","S. 2556","PROTECTING RESOURCES ON THE ELECTRIC GRID WITH CYBERSECURITY TECHNOLOGY ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-197",https://www.congress.gov/congressional-report/116th-congress/senate-report/197/1,"116th Congress (2019-2020)","S. 2657","ADVANCED GEOTHERMAL INNOVATION LEADERSHIP ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-198",https://www.congress.gov/congressional-report/116th-congress/senate-report/198/1,"116th Congress (2019-2020)","S. 2799","NEXUS OF ENERGY AND WATER FOR SUSTAINABILITY ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-199",https://www.congress.gov/congressional-report/116th-congress/senate-report/199/1,"116th Congress (2019-2020)","S. 2702","INTEGRATED ENERGY SYSTEMS ACT","Senate Energy and Natural Resources"
"S. Rept. 116-200",https://www.congress.gov/congressional-report/116th-congress/senate-report/200/1,"116th Congress (2019-2020)","S. 2302","AMERICA'S TRANSPORTATION INFRASTRUCTURE ACT OF 2019","Senate Environment and Public Works"
"S. Rept. 116-201",https://www.congress.gov/congressional-report/116th-congress/senate-report/201/1,"116th Congress (2019-2020)","S. 876","ENERGY JOBS FOR OUR HEROES ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-202",https://www.congress.gov/congressional-report/116th-congress/senate-report/202/1,"116th Congress (2019-2020)","S. 2668","SOLAR ENERGY RESEARCH AND DEVELOPMENT ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-203",https://www.congress.gov/congressional-report/116th-congress/senate-report/203/1,"116th Congress (2019-2020)","S. 2368","NUCLEAR ENERGY RENEWAL ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-204",https://www.congress.gov/congressional-report/116th-congress/senate-report/204/1,"116th Congress (2019-2020)","S. 1601","HELPING OVERCOME TRAUMA FOR CHILDREN ALONE IN REAR SEATS ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-205",https://www.congress.gov/congressional-report/116th-congress/senate-report/205/1,"116th Congress (2019-2020)","S. 1739","DEPARTMENT OF ENERGY NATIONAL LABS JOBS ACCESS ACT","Senate Energy and Natural Resources"
"S. Rept. 116-206",https://www.congress.gov/congressional-report/116th-congress/senate-report/206/1,"116th Congress (2019-2020)","S. 227","TO DIRECT THE ATTORNEY GENERAL TO REVIEW, REVISE, AND DEVELOP LAW ENFORCEMENT AND JUSTICE PROTOCOLS APPROPRIATE TO ADDRESS MISSING AND MURDERED INDIANS, AND FOR OTHER PURPOSES","Senate Indian Affairs"
"S. Rept. 116-207",https://www.congress.gov/congressional-report/116th-congress/senate-report/207/1,"116th Congress (2019-2020)",,"FURTHER REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2020","Senate Appropriations"
"S. Rept. 116-208",https://www.congress.gov/congressional-report/116th-congress/senate-report/208/1,"116th Congress (2019-2020)","S. 2393","CLEAN ENERGY JOBS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-209",https://www.congress.gov/congressional-report/116th-congress/senate-report/209/1,"116th Congress (2019-2020)","S. 2425","CHP SUPPORT ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-210",https://www.congress.gov/congressional-report/116th-congress/senate-report/210/1,"116th Congress (2019-2020)","S. 2508","PROMOTING AMERICAN ENERGY JOBS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-211",https://www.congress.gov/congressional-report/116th-congress/senate-report/211/1,"116th Congress (2019-2020)","S. 2353","PROTECTING FIREFIGHTERS FROM ADVERSE SUBSTANCES ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-212",https://www.congress.gov/congressional-report/116th-congress/senate-report/212/1,"116th Congress (2019-2020)","S. 2750","OPERATION STONEGARDEN AUTHORIZATION ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-213",https://www.congress.gov/congressional-report/116th-congress/senate-report/213/1,"116th Congress (2019-2020)","H.R. 495","FIRST STATE AND LOCAL LAW ENFORCEMENT ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-214",https://www.congress.gov/congressional-report/116th-congress/senate-report/214/1,"116th Congress (2019-2020)","S. 982","TO INCREASE INTERGOVERNMENTAL COORDINATION TO IDENTIFY AND COMBAT VIOLENT CRIME WITHIN INDIAN LANDS AND OF INDIANS","Senate Indian Affairs"
"S. Rept. 116-215",https://www.congress.gov/congressional-report/116th-congress/senate-report/215/1,"116th Congress (2019-2020)","S. 512","SENIORS FRAUD PREVENTION ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-216",https://www.congress.gov/congressional-report/116th-congress/senate-report/216/1,"116th Congress (2019-2020)","S. 910","NATIONAL SEA GRANT COLLEGE PROGRAM AMENDMENTS ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-217",https://www.congress.gov/congressional-report/116th-congress/senate-report/217/1,"116th Congress (2019-2020)","S. 2299","PIPES ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-218",https://www.congress.gov/congressional-report/116th-congress/senate-report/218/1,"116th Congress (2019-2020)","S. 2472","NEIL A. ARMSTRONG TEST FACILITY ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-219",https://www.congress.gov/congressional-report/116th-congress/senate-report/219/1,"116th Congress (2019-2020)","S. 2964","WAR RISK INSURANCE EXTENSION ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-220",https://www.congress.gov/congressional-report/116th-congress/senate-report/220/1,"116th Congress (2019-2020)","S. 565","BILLION DOLLAR BOONDOGGLE ACT OF 2019","Senate Homeland Security and Governmental Affairs"
