"Downloaded on",04/07/2021,"10:52:09 EDT"
"Search URL",https://www.congress.gov/search?pageSort=numberDesc&q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22115%22%7D

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 115-223",https://www.congress.gov/congressional-report/115th-congress/house-report/223/1,"115th Congress (2017-2018)","H.R. 2910","PROMOTING INTERAGENCY COORDINATION FOR REVIEW OF NATURAL GAS PIPELINES ACT","House Energy and Commerce"
"H. Rept. 115-222",https://www.congress.gov/congressional-report/115th-congress/house-report/222/1,"115th Congress (2017-2018)","H.R. 806","OZONE STANDARDS IMPLEMENTATION ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-221",https://www.congress.gov/congressional-report/115th-congress/house-report/221/1,"115th Congress (2017-2018)","H.R. 2565","TO REQUIRE THE USE OF REPLACEMENT COST VALUE IN DETERMINING THE PREMIUM RATES FOR FLOOD INSURANCE COVERAGE UNDER THE NATIONAL FLOOD INSURANCE ACT, AND FOR OTHER PURPOSES","House Financial Services"
"H. Rept. 115-220",https://www.congress.gov/congressional-report/115th-congress/house-report/220/1,"115th Congress (2017-2018)","H.R. 1422","PRIVATE FLOOD INSURANCE MARKET DEVELOPMENT ACT OF 2017","House Financial Services"
"H. Rept. 115-219",https://www.congress.gov/congressional-report/115th-congress/house-report/219/1,"115th Congress (2017-2018)","H.R. 3219","DEPARTMENT OF DEFENSE APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-218",https://www.congress.gov/congressional-report/115th-congress/house-report/218/1,"115th Congress (2017-2018)","H.R. 218","KING COVE ROAD LAND EXCHANGE ACT","House Natural Resources"
"H. Rept. 115-217",https://www.congress.gov/congressional-report/115th-congress/house-report/217/1,"115th Congress (2017-2018)","H.Res. 440","PROVIDING FOR FURTHER CONSIDERATION OF THE BILL (H.R. 2810) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 2018 FOR MILITARY ACTIVITIES OF THE DEPARTMENT OF DEFENSE AND FOR MILITARY CONSTRUCTION, TO PRESCRIBE MILITARY PERSONNEL STRENGTHS FOR SUCH FISCAL YEAR, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-216",https://www.congress.gov/congressional-report/115th-congress/house-report/216/1,"115th Congress (2017-2018)","H.R. 2364","INVESTING IN MAIN STREET ACT OF 2017","House Small Business"
"H. Rept. 115-215",https://www.congress.gov/congressional-report/115th-congress/house-report/215/1,"115th Congress (2017-2018)","H.R. 2333","SMALL BUSINESS INVESTMENT OPPORTUNITY ACT OF 2017","House Small Business"
"H. Rept. 115-214",https://www.congress.gov/congressional-report/115th-congress/house-report/214/1,"115th Congress (2017-2018)","H.R. 2056","MICROLOAN MODERNIZATION ACT OF 2017","House Small Business"
"H. Rept. 115-213",https://www.congress.gov/congressional-report/115th-congress/house-report/213/1,"115th Congress (2017-2018)","H.R. 2786","TO AMEND THE FEDERAL POWER ACT WITH RESPECT TO THE CRITERIA AND PROCESS TO QUALIFY AS A QUALIFYING CONDUIT HYDROPOWER FACILITY","House Energy and Commerce"
"H. Rept. 115-212",https://www.congress.gov/congressional-report/115th-congress/house-report/212/1,"115th Congress (2017-2018)","H.Res. 431","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2810) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 2018 FOR MILITARY ACTIVITIES OF THE DEPARTMENT OF DEFENSE AND FOR MILITARY CONSTRUCTION, TO PRESCRIBE MILITARY PERSONNEL STRENGTHS FOR SUCH FISCAL YEAR, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 23) TO PROVIDE DROUGHT RELIEF IN THE STATE OF CALIFORNIA, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-211",https://www.congress.gov/congressional-report/115th-congress/house-report/211/1,"115th Congress (2017-2018)","H.R. 2868","NATIONAL FLOOD INSURANCE PROGRAM POLICYHOLDER PROTECTION ACT OF 2017","House Financial Services"
"H. Rept. 115-210",https://www.congress.gov/congressional-report/115th-congress/house-report/210/1,"115th Congress (2017-2018)","H.R. 2156","SAINT FRANCIS DAM DISASTER NATIONAL MEMORIAL ACT","House Natural Resources"
"H. Rept. 115-209",https://www.congress.gov/congressional-report/115th-congress/house-report/209/1,"115th Congress (2017-2018)","H.R. 1913","CLEAR CREEK NATIONAL RECREATION AREA AND CONSERVATION ACT","House Natural Resources"
"H. Rept. 115-208",https://www.congress.gov/congressional-report/115th-congress/house-report/208/1,"115th Congress (2017-2018)","H.R. 1719","JOHN MUIR NATIONAL HISTORIC SITE EXPANSION ACT","House Natural Resources"
"H. Rept. 115-207",https://www.congress.gov/congressional-report/115th-congress/house-report/207/1,"115th Congress (2017-2018)","H.R. 1541","TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO ACQUIRE CERTAIN PROPERTY RELATED TO THE FORT SCOTT NATIONAL HISTORIC SITE IN FORT SCOTT, KANSAS, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-206",https://www.congress.gov/congressional-report/115th-congress/house-report/206/1,"115th Congress (2017-2018)","H.R. 1397","TO AUTHORIZE, DIRECT, FACILITATE, AND EXPEDITE THE TRANSFER OF ADMINISTRATIVE JURISDICTION OF CERTAIN FEDERAL LAND, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-205",https://www.congress.gov/congressional-report/115th-congress/house-report/205/1,"115th Congress (2017-2018)","H.R. 1404","PASCUA YAQUI TRIBE LAND CONVEYANCE ACT","House Natural Resources"
"H. Rept. 115-204",https://www.congress.gov/congressional-report/115th-congress/house-report/204/1,"115th Congress (2017-2018)","H.R. 1306","WESTERN OREGON TRIBAL FAIRNESS ACT","House Natural Resources"
"H. Rept. 115-203",https://www.congress.gov/congressional-report/115th-congress/house-report/203/1,"115th Congress (2017-2018)","H.R. 954","TO REMOVE THE USE RESTRICTIONS ON CERTAIN LAND TRANSFERRED TO ROCKINGHAM COUNTY, VIRGINIA, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-202",https://www.congress.gov/congressional-report/115th-congress/house-report/202/1,"115th Congress (2017-2018)","H.R. 597","LYTTON RANCHERIA HOMELANDS ACT OF 2017","House Natural Resources"
"H. Rept. 115-201",https://www.congress.gov/congressional-report/115th-congress/house-report/201/1,"115th Congress (2017-2018)","H.R. 2430","FDA REAUTHORIZATION ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-200,Part 2",https://www.congress.gov/congressional-report/115th-congress/house-report/200/2,"115th Congress (2017-2018)","H.R. 2810","NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2018","House Armed Services"
"H. Rept. 115-200,Part 1",https://www.congress.gov/congressional-report/115th-congress/house-report/200/1,"115th Congress (2017-2018)","H.R. 2810","NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2018","House Armed Services"
"H. Rept. 115-199",https://www.congress.gov/congressional-report/115th-congress/house-report/199/1,"115th Congress (2017-2018)","H.R. 3162","LEGISLATIVE BRANCH APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-198",https://www.congress.gov/congressional-report/115th-congress/house-report/198/1,"115th Congress (2017-2018)","H.R. 2825","DEPARTMENT OF HOMELAND SECURITY AUTHORIZATION ACT OF 2017","House Homeland Security"
"H. Rept. 115-197",https://www.congress.gov/congressional-report/115th-congress/house-report/197/1,"115th Congress (2017-2018)","H.R. 91","BUILDING SUPPORTIVE NETWORKS FOR WOMEN VETERANS ACT","House Veterans' Affairs"
"H. Rept. 115-196",https://www.congress.gov/congressional-report/115th-congress/house-report/196/1,"115th Congress (2017-2018)","H.Res. 415","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3004) TO AMEND SECTION 276 OF THE IMMIGRATION AND NATIONALITY ACT RELATING TO REENTRY OF REMOVED ALIENS, AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM JULY 3, 2017, THROUGH JULY 10, 2017","House Rules"
"H. Rept. 115-195",https://www.congress.gov/congressional-report/115th-congress/house-report/195/1,"115th Congress (2017-2018)","H.Res. 414","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3003) TO AMEND THE IMMIGRATION AND NATIONALITY ACT TO MODIFY PROVISIONS RELATING TO ASSISTANCE BY STATES, AND POLITICAL SUBDIVISION OF STATES, IN THE ENFORCEMENT OF FEDERAL IMMIGRATION LAWS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-194",https://www.congress.gov/congressional-report/115th-congress/house-report/194/1,"115th Congress (2017-2018)","H.R. 2518","COAST GUARD AUTHORIZATION ACT OF 2017","House Transportation and Infrastructure"
"H. Rept. 115-193",https://www.congress.gov/congressional-report/115th-congress/house-report/193/1,"115th Congress (2017-2018)","H.R. 1684","DISASTER ASSISTANCE SUPPORT FOR COMMUNITIES AND HOMEOWNERS ACT OF 2017","House Transportation and Infrastructure"
"H. Rept. 115-192",https://www.congress.gov/congressional-report/115th-congress/house-report/192/1,"115th Congress (2017-2018)","H.R. 1492","MEDICAL CONTROLLED SUBSTANCES TRANSPORTATION ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-191",https://www.congress.gov/congressional-report/115th-congress/house-report/191/1,"115th Congress (2017-2018)","H.R. 2548","FEMA REAUTHORIZATION ACT OF 2017","House Transportation and Infrastructure"
"H. Rept. 115-190",https://www.congress.gov/congressional-report/115th-congress/house-report/190/1,"115th Congress (2017-2018)","H.R. 2547","VETERANS EXPANDED TRUCKING OPPORTUNITIES ACT OF 2017","House Transportation and Infrastructure"
"H. Rept. 115-189",https://www.congress.gov/congressional-report/115th-congress/house-report/189/1,"115th Congress (2017-2018)","H.R. 2258","ADVANCE ACT","House Transportation and Infrastructure"
"H. Rept. 115-188",https://www.congress.gov/congressional-report/115th-congress/house-report/188/1,"115th Congress (2017-2018)","H.R. 2998","MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-187",https://www.congress.gov/congressional-report/115th-congress/house-report/187/1,"115th Congress (2017-2018)","H.Res. 396","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2842) TO PROVIDE FOR THE CONDUCT OF DEMONSTRATION PROJECTS TO TEST THE EFFECTIVENESS OF SUBSIDIZED EMPLOYMENT FOR TANF RECIPIENTS, AND PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES","House Rules"
"H. Rept. 115-186",https://www.congress.gov/congressional-report/115th-congress/house-report/186/1,"115th Congress (2017-2018)","H.Res. 392","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1873) TO AMEND THE FEDERAL LAND POLICY AND MANAGEMENT ACT OF 1976 TO ENHANCE THE RELIABILITY OF THE ELECTRICITY GRID AND REDUCE THE THREAT OF WILDFIRES TO AND FROM ELECTRIC TRANSMISSION AND DISTRIBUTION FACILITIES ON FEDERAL LANDS BY FACILITATING VEGETATION MANAGEMENT ON SUCH LANDS, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1654) TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO COORDINATE FEDERAL AND STATE PERMITTING PROCESSES RELATED TO THE CONSTRUCTION OF NEW SURFACE WATER STORAGE PROJECTS ON LANDS UNDER THE JURISDICTION OF THE SECRETARY OF THE INTERIOR AND THE SECRETARY OF AGRICULTURE AND TO DESIGNATE THE BUREAU OF RECLAMATION AS THE LEAD AGENCY FOR PERMIT PROCESSING, AND FOR OTHER","House Rules"
"H. Rept. 115-185",https://www.congress.gov/congressional-report/115th-congress/house-report/185/1,"115th Congress (2017-2018)","H.R. 2842","ACCELERATING INDIVIDUALS INTO THE WORKFORCE ACT","House Ways and Means"
"H. Rept. 115-184",https://www.congress.gov/congressional-report/115th-congress/house-report/184/1,"115th Congress (2017-2018)","H.R. 2190","STREAMLINING DHS OVERHEAD ACT","House Homeland Security"
"H. Rept. 115-183",https://www.congress.gov/congressional-report/115th-congress/house-report/183/1,"115th Congress (2017-2018)","H.R. 1551","TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO MODIFY THE CREDIT FOR PRODUCTION FROM ADVANCED NUCLEAR POWER FACILITIES","House Ways and Means"
"H. Rept. 115-182",https://www.congress.gov/congressional-report/115th-congress/house-report/182/1,"115th Congress (2017-2018)","H.R. 625","REPORTING EFFICIENTLY TO PROPER OFFICIALS IN RESPONSE TO TERRORISM ACT OF 2017","House Homeland Security"
"H. Rept. 115-181",https://www.congress.gov/congressional-report/115th-congress/house-report/181/1,"115th Congress (2017-2018)","H.R. 2188","COMMUNITY COUNTERTERRORISM PREPAREDNESS ACT","House Homeland Security"
"H. Rept. 115-180",https://www.congress.gov/congressional-report/115th-congress/house-report/180/1,"115th Congress (2017-2018)","H.R. 1393","MOBILE WORKFORCE STATE INCOME TAX SIMPLIFICATION ACT OF 2017","House Judiciary"
"H. Rept. 115-179",https://www.congress.gov/congressional-report/115th-congress/house-report/179/1,"115th Congress (2017-2018)","H.Res. 382","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1215) TO IMPROVE PATIENT ACCESS TO HEALTH CARE SERVICES AND PROVIDE IMPROVED MEDICAL CARE BY REDUCING THE EXCESSIVE BURDEN THE LIABILITY SYSTEM PLACES ON THE HEALTH CARE DELIVERY SYSTEM","House Rules"
"H. Rept. 115-178",https://www.congress.gov/congressional-report/115th-congress/house-report/178/1,"115th Congress (2017-2018)","H.Res. 379","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2372) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO CLARIFY THE RULES RELATING TO VETERAN HEALTH INSURANCE AND ELIGIBILITY FOR THE PREMIUM TAX CREDIT, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2579) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO ALLOW THE PREMIUM TAX CREDIT WITH RESPECT TO UNSUBSIDIZED COBRA CONTINUATION COVERAGE","House Rules"
"H. Rept. 115-177",https://www.congress.gov/congressional-report/115th-congress/house-report/177/1,"115th Congress (2017-2018)","H.Res. 378","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2581) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO REQUIRE THE PROVISION OF SOCIAL SECURITY NUMBERS AS A CONDITION OF RECEIVING THE HEALTH INSURANCE PREMIUM TAX CREDIT, AND PROVIDING FOR CONSIDERATION OF THE BILL (S. 1094) TO AMEND TITLE 38, UNITED STATES CODE, TO IMPROVE THE ACCOUNTABILITY OF EMPLOYEES OF THE DEPARTMENT OF VETERANS AFFAIRS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-176",https://www.congress.gov/congressional-report/115th-congress/house-report/176/1,"115th Congress (2017-2018)","H.R. 2457","J. BENNETT JOHNSTON WATERWAY HYDROPOWER EXTENSION ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-175",https://www.congress.gov/congressional-report/115th-congress/house-report/175/1,"115th Congress (2017-2018)","H.R. 2122","TO REINSTATE AND EXTEND THE DEADLINE FOR COMMENCEMENT OF CONSTRUCTION OF A HYDROELECTRIC PROJECT INVOLVING JENNINGS RANDOLPH DAM","House Energy and Commerce"
"H. Rept. 115-174",https://www.congress.gov/congressional-report/115th-congress/house-report/174/1,"115th Congress (2017-2018)","H.R. 2292","TO EXTEND A PROJECT OF THE FEDERAL ENERGY REGULATORY COMMISSION INVOLVING THE CANNONSVILLE DAM","House Energy and Commerce"
"H. Rept. 115-173",https://www.congress.gov/congressional-report/115th-congress/house-report/173/1,"115th Congress (2017-2018)","H.R. 2274","HYDROPOWER PERMIT EXTENSION ACT","House Energy and Commerce"
"H. Rept. 115-172",https://www.congress.gov/congressional-report/115th-congress/house-report/172/1,"115th Congress (2017-2018)","H.R. 951","TO EXTEND THE DEADLINE FOR COMMENCEMENT OF CONSTRUCTION OF A HYDROELECTRIC PROJECT","House Energy and Commerce"
"H. Rept. 115-171",https://www.congress.gov/congressional-report/115th-congress/house-report/171/1,"115th Congress (2017-2018)","H.R. 627","STREAMLINING ENERGY EFFICIENCY FOR SCHOOLS ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-170",https://www.congress.gov/congressional-report/115th-congress/house-report/170/1,"115th Congress (2017-2018)","H.R. 447","TO EXTEND THE DEADLINE FOR COMMENCEMENT OF CONSTRUCTION OF A HYDROELECTRIC PROJECT","House Energy and Commerce"
"H. Rept. 115-169",https://www.congress.gov/congressional-report/115th-congress/house-report/169/1,"115th Congress (2017-2018)","H.R. 446","TO EXTEND THE DEADLINE FOR COMMENCEMENT OF CONSTRUCTION OF A HYDROELECTRIC PROJECT","House Energy and Commerce"
"H. Rept. 115-168",https://www.congress.gov/congressional-report/115th-congress/house-report/168/1,"115th Congress (2017-2018)","H.R. 338","TO PROMOTE A 21ST CENTURY ENERGY AND MANUFACTURING WORKFORCE","House Energy and Commerce"
"H. Rept. 115-167",https://www.congress.gov/congressional-report/115th-congress/house-report/167/1,"115th Congress (2017-2018)","H.R. 1109","TO AMEND SECTION 203 OF THE FEDERAL POWER ACT","House Energy and Commerce"
"H. Rept. 115-166",https://www.congress.gov/congressional-report/115th-congress/house-report/166/1,"115th Congress (2017-2018)","H.R. 1654","WATER SUPPLY PERMITTING COORDINATION ACT","House Natural Resources"
"H. Rept. 115-165",https://www.congress.gov/congressional-report/115th-congress/house-report/165/1,"115th Congress (2017-2018)","H.R. 1873","ELECTRICITY RELIABILITY AND FOREST PROTECTION ACT","House Natural Resources"
"H. Rept. 115-164",https://www.congress.gov/congressional-report/115th-congress/house-report/164/1,"115th Congress (2017-2018)","H.R. 2353","STRENGTHENING CAREER AND TECHNICAL EDUCATION FOR THE 21ST CENTURY ACT","House Education and the Workforce"
"H. Rept. 115-163",https://www.congress.gov/congressional-report/115th-congress/house-report/163/1,"115th Congress (2017-2018)","H.Res. 375","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 10) TO CREATE HOPE AND OPPORTUNITY FOR INVESTORS, CONSUMERS, AND ENTREPRENEURS BY ENDING BAILOUTS AND TOO BIG TO FAIL, HOLDING WASHINGTON AND WALL STREET ACCOUNTABLE, ELIMINATING RED TAPE TO INCREASE ACCESS TO CAPITAL AND CREDIT, AND REPEALING THE PROVISIONS OF THE DODD-FRANK ACT THAT MAKE AMERICA LESS PROSPEROUS, LESS STABLE, AND LESS FREE, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-162",https://www.congress.gov/congressional-report/115th-congress/house-report/162/1,"115th Congress (2017-2018)","H.Res. 374","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2213) TO AMEND THE ANTI- BORDER CORRUPTION ACT OF 2010 TO AUTHORIZE CERTAIN POLYGRAPH WAIVER AUTHORITY, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-161",https://www.congress.gov/congressional-report/115th-congress/house-report/161/1,"115th Congress (2017-2018)","H.R. 2581","VERIFY FIRST ACT","House Ways and Means"
"H. Rept. 115-160",https://www.congress.gov/congressional-report/115th-congress/house-report/160/1,"115th Congress (2017-2018)","H.R. 2579","BROADER OPTIONS FOR AMERICANS ACT","House Ways and Means"
"H. Rept. 115-159",https://www.congress.gov/congressional-report/115th-congress/house-report/159/1,"115th Congress (2017-2018)","H.R. 2372","VETERAN ACT","House Ways and Means"
"H. Rept. 115-158",https://www.congress.gov/congressional-report/115th-congress/house-report/158/1,"115th Congress (2017-2018)","H.R. 1967","BUREAU OF RECLAMATION PUMPED STORAGE HYDROPOWER DEVELOPMENT ACT","House Natural Resources"
"H. Rept. 115-157",https://www.congress.gov/congressional-report/115th-congress/house-report/157/1,"115th Congress (2017-2018)","H.R. 1135","TO REAUTHORIZE THE HISTORICALLY BLACK COLLEGES AND UNIVERSITIES HISTORIC PRESERVATION PROGRAM","House Natural Resources"
"H. Rept. 115-156",https://www.congress.gov/congressional-report/115th-congress/house-report/156/1,"115th Congress (2017-2018)","H.R. 660","BUREAU OF RECLAMATION TRANSPARENCY ACT","House Natural Resources"
